,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
364,372,1696,33.859925,-117.8502167,20,TRUE,5,0,138,208,434,"http://maps.googleapis.com/maps/api/staticmap?center=33.859925000000004,-117.85021666666664&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
365,373,1697,33.85194444,-117.8453167,20,TRUE,1,240,197,419,356,"http://maps.googleapis.com/maps/api/staticmap?center=33.85194444444445,-117.84531666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
366,374,1698,33.79504444,-117.8810111,20,TRUE,unknown,273,281,354,349,"http://maps.googleapis.com/maps/api/staticmap?center=33.79504444444444,-117.88101111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
368,376,1705,34.54322222,-117.264475,20,TRUE,6,202,236,368,391,"http://maps.googleapis.com/maps/api/staticmap?center=34.54322222222222,-117.264475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
369,377,1710,37.06555556,-119.4841389,20,TRUE,3,218,194,410,400,"http://maps.googleapis.com/maps/api/staticmap?center=37.06555555555556,-119.48413888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
370,378,1712,38.93408333,-121.0537583,20,TRUE,3,212,224,405,396,"http://maps.googleapis.com/maps/api/staticmap?center=38.934083333333334,-121.05375833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
371,379,1719,35.38241667,-118.9696111,20,TRUE,2,170,178,386,400,"http://maps.googleapis.com/maps/api/staticmap?center=35.382416666666664,-118.96961111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
372,380,1721,35.39130556,-119.0063333,20,TRUE,1,239,249,369,375,"http://maps.googleapis.com/maps/api/staticmap?center=35.391305555555554,-119.00633333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
373,381,1723,35.38322222,-119.0208056,20,TRUE,1,249,238,374,363,"http://maps.googleapis.com/maps/api/staticmap?center=35.383222222222216,-119.02080555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
374,382,1725,36.90658333,-119.1284722,20,TRUE,4,94,191,411,475,"http://maps.googleapis.com/maps/api/staticmap?center=36.90658333333333,-119.1284722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
375,383,1727,33.930775,-116.9428611,20,TRUE,2,251,240,400,380,"http://maps.googleapis.com/maps/api/staticmap?center=33.930775,-116.94286111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
376,384,1728,34.89254444,-117.0178028,20,TRUE,2,256,239,411,396,"http://maps.googleapis.com/maps/api/staticmap?center=34.892544444444454,-117.01780277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
377,385,1729,34.87515833,-116.9959722,20,TRUE,8,215,223,409,416,"http://maps.googleapis.com/maps/api/staticmap?center=34.87515833333333,-116.9959722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
378,386,1732,34.67541667,-116.8153333,20,TRUE,8,191,246,364,424,"http://maps.googleapis.com/maps/api/staticmap?center=34.67541666666666,-116.81533333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
379,387,1735,39.96208333,-121.2774722,20,TRUE,3,206,235,366,400,"http://maps.googleapis.com/maps/api/staticmap?center=39.96208333333335,-121.27747222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
383,391,1746,33.60491667,-114.6022778,20,TRUE,9,202,232,396,423,"http://maps.googleapis.com/maps/api/staticmap?center=33.60491666666667,-114.60227777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
385,393,1754,32.95844444,-115.5530833,20,TRUE,2,225,234,361,376,"http://maps.googleapis.com/maps/api/staticmap?center=32.95844444444445,-115.55308333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
387,395,1758,38.25236111,-119.2301944,20,TRUE,2,210,218,436,431,"http://maps.googleapis.com/maps/api/staticmap?center=38.252361111111114,-119.23019444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
388,396,1762,34.15529722,-118.3279,20,TRUE,1,243,253,400,412,"http://maps.googleapis.com/maps/api/staticmap?center=34.15529722222223,-118.3279&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
389,397,1763,40.8936,-121.6513417,20,TRUE,other,274,264,372,367,"http://maps.googleapis.com/maps/api/staticmap?center=40.8936,-121.65134166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
390,398,1764,40.885125,-121.6694194,20,TRUE,4,258,235,455,416,"http://maps.googleapis.com/maps/api/staticmap?center=40.885125,-121.66941944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
391,399,1768,34.13652778,-118.7146806,20,TRUE,5,225,210,446,436,"http://maps.googleapis.com/maps/api/staticmap?center=34.13652777777778,-118.71468055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
395,403,1781,34.22149722,-118.6271167,20,TRUE,3,173,171,443,452,"http://maps.googleapis.com/maps/api/staticmap?center=34.221497222222226,-118.62711666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
396,404,1784,38.66915278,-121.3143861,20,TRUE,1,248,235,393,364,"http://maps.googleapis.com/maps/api/staticmap?center=38.669152777777775,-121.31438611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
397,405,1785,34.28666667,-119.589,20,TRUE,4,2,305,133,461,"http://maps.googleapis.com/maps/api/staticmap?center=34.28666666666666,-119.589&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
398,406,1786,34.33305556,-119.5612222,20,TRUE,other,209,33,343,184,"http://maps.googleapis.com/maps/api/staticmap?center=34.33305555555556,-119.5612222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
399,407,1787,34.33111111,-119.6043056,20,TRUE,other,458,22,587,144,"http://maps.googleapis.com/maps/api/staticmap?center=34.33111111111111,-119.60430555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
400,408,1788,33.83432778,-118.2621333,20,TRUE,other,217,207,437,432,"http://maps.googleapis.com/maps/api/staticmap?center=33.83432777777778,-118.26213333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
402,410,1792,37.69888889,-122.0891667,20,TRUE,2,157,154,337,318,"http://maps.googleapis.com/maps/api/staticmap?center=37.69888888888889,-122.08916666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
403,411,1793,33.78657778,-116.4644139,20,TRUE,9,216,223,402,409,"http://maps.googleapis.com/maps/api/staticmap?center=33.78657777777778,-116.46441388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
405,413,1796,34.23862222,-118.5659194,20,TRUE,9,257,208,456,361,"http://maps.googleapis.com/maps/api/staticmap?center=34.238622222222226,-118.56591944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
407,415,1801,39.74194444,-121.8502778,20,TRUE,unknown,199,274,383,447,"http://maps.googleapis.com/maps/api/staticmap?center=39.741944444444435,-121.85027777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
408,416,1811,33.98756944,-118.1614778,20,TRUE,3,256,270,370,384,"http://maps.googleapis.com/maps/api/staticmap?center=33.98756944444445,-118.1614777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
409,417,1812,34.02456944,-117.9593,20,TRUE,3,207,218,420,422,"http://maps.googleapis.com/maps/api/staticmap?center=34.024569444444445,-117.9593&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
410,418,1813,34.02742222,-117.9667444,20,TRUE,3,211,209,428,436,"http://maps.googleapis.com/maps/api/staticmap?center=34.02742222222222,-117.96674444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
411,419,1814,34.0245,-117.9581111,20,TRUE,3,241,222,367,345,"http://maps.googleapis.com/maps/api/staticmap?center=34.0245,-117.95811111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
412,420,1815,34.05552778,-117.9926389,20,TRUE,5,250,258,371,374,"http://maps.googleapis.com/maps/api/staticmap?center=34.05552777777777,-117.99263888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
413,421,1816,34.02051111,-117.9273889,20,TRUE,4,217,239,390,398,"http://maps.googleapis.com/maps/api/staticmap?center=34.02051111111111,-117.92738888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
414,422,1818,38.93456944,-122.6193778,20,TRUE,1,260,214,446,399,"http://maps.googleapis.com/maps/api/staticmap?center=38.934569444444435,-122.61937777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
416,424,1824,34.07478611,-117.3493611,20,TRUE,2,230,200,430,404,"http://maps.googleapis.com/maps/api/staticmap?center=34.07478611111112,-117.34936111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
417,425,1826,39.34131111,-121.9509333,20,TRUE,4,226,233,427,422,"http://maps.googleapis.com/maps/api/staticmap?center=39.34131111111111,-121.95093333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
418,426,1828,39.24159722,-121.9095167,20,TRUE,4,246,266,388,396,"http://maps.googleapis.com/maps/api/staticmap?center=39.241597222222225,-121.90951666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
419,427,1832,38.04514167,-122.0072889,20,TRUE,3,120,140,483,511,"http://maps.googleapis.com/maps/api/staticmap?center=38.045141666666666,-122.00728888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
420,428,1837,32.67829722,-117.1555722,20,TRUE,8,140,139,510,527,"http://maps.googleapis.com/maps/api/staticmap?center=32.67829722222222,-117.15557222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
421,429,1838,33.67169167,-117.8747611,20,TRUE,7,176,215,304,355,"http://maps.googleapis.com/maps/api/staticmap?center=33.67169166666667,-117.87476111111108&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
422,429,1838,33.67169167,-117.8747611,20,TRUE,7,307,258,432,401,"http://maps.googleapis.com/maps/api/staticmap?center=33.67169166666667,-117.87476111111108&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
423,430,1839,33.66288611,-117.9039417,20,TRUE,9,239,231,426,420,"http://maps.googleapis.com/maps/api/staticmap?center=33.662886111111106,-117.90394166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
424,431,1840,33.69294444,-117.9169028,20,TRUE,9,227,295,393,458,"http://maps.googleapis.com/maps/api/staticmap?center=33.69294444444444,-117.91690277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
425,432,1841,33.67502778,-117.8731667,20,TRUE,unknown,225,223,369,357,"http://maps.googleapis.com/maps/api/staticmap?center=33.67502777777778,-117.87316666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
426,433,1842,33.68849167,-117.8779528,20,TRUE,5,197,188,350,336,"http://maps.googleapis.com/maps/api/staticmap?center=33.688491666666664,-117.87795277777776&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
430,437,1868,38.69522222,-120.8260556,20,TRUE,3,178,195,392,413,"http://maps.googleapis.com/maps/api/staticmap?center=38.69522222222222,-120.82605555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
432,439,1882,32.77986111,-115.5686111,20,TRUE,1,199,244,316,372,"http://maps.googleapis.com/maps/api/staticmap?center=32.77986111111111,-115.56861111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
433,440,1885,34.07014722,-118.071875,20,TRUE,3,258,261,358,356,"http://maps.googleapis.com/maps/api/staticmap?center=34.070147222222225,-118.071875&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
434,441,1886,33.930375,-118.3968944,20,TRUE,9,168,211,286,325,"http://maps.googleapis.com/maps/api/staticmap?center=33.930375,-118.39689444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
435,442,1887,33.91688889,-118.3948889,20,TRUE,9,2,63,123,232,"http://maps.googleapis.com/maps/api/staticmap?center=33.91688888888889,-118.39488888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
436,443,1888,33.91446944,-118.4272194,20,TRUE,3,255,268,368,375,"http://maps.googleapis.com/maps/api/staticmap?center=33.91446944444444,-118.42721944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
437,444,1889,33.92986944,-118.3850083,20,TRUE,8,418,272,549,391,"http://maps.googleapis.com/maps/api/staticmap?center=33.92986944444444,-118.38500833333336&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
438,444,1889,33.92986944,-118.3850083,20,TRUE,8,418,60,548,179,"http://maps.googleapis.com/maps/api/staticmap?center=33.92986944444444,-118.38500833333336&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
439,445,1890,33.93043333,-118.3825417,20,TRUE,4,354,205,510,351,"http://maps.googleapis.com/maps/api/staticmap?center=33.93043333333333,-118.38254166666664&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
440,446,1895,33.03708333,-117.2850833,20,TRUE,1,270,231,402,365,"http://maps.googleapis.com/maps/api/staticmap?center=33.03708333333333,-117.28508333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
441,447,1898,33.12452778,-117.075625,20,TRUE,2,239,259,368,375,"http://maps.googleapis.com/maps/api/staticmap?center=33.12452777777778,-117.075625&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
442,448,1899,33.12237222,-117.1218167,20,TRUE,1,84,234,225,384,"http://maps.googleapis.com/maps/api/staticmap?center=33.122372222222225,-117.12181666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
443,449,1910,34.38016667,-118.8684806,20,TRUE,other,180,228,326,379,"http://maps.googleapis.com/maps/api/staticmap?center=34.38016666666667,-118.86848055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
444,450,1914,38.67086111,-121.1428389,20,TRUE,2,217,211,429,435,"http://maps.googleapis.com/maps/api/staticmap?center=38.67086111111111,-121.14283888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
445,451,1915,34.10164167,-117.4336833,20,TRUE,3,253,245,392,392,"http://maps.googleapis.com/maps/api/staticmap?center=34.101641666666666,-117.43368333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
446,452,1916,34.07254444,-117.432525,20,TRUE,1,188,208,439,433,"http://maps.googleapis.com/maps/api/staticmap?center=34.07254444444445,-117.432525&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
447,453,1920,39.4319,-123.7996167,20,TRUE,6,246,246,381,387,"http://maps.googleapis.com/maps/api/staticmap?center=39.4319,-123.79961666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
450,456,1930,37.54801667,-121.9794861,20,TRUE,3,191,206,342,359,"http://maps.googleapis.com/maps/api/staticmap?center=37.548016666666655,-121.97948611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
451,457,1931,37.55747222,-121.9781389,20,TRUE,1,176,145,423,399,"http://maps.googleapis.com/maps/api/staticmap?center=37.557472222222216,-121.97813888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
452,458,1932,36.74368611,-119.7852722,20,TRUE,2,274,282,448,450,"http://maps.googleapis.com/maps/api/staticmap?center=36.74368611111111,-119.78527222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
453,459,1943,37.0356,-121.5711111,20,TRUE,1,179,205,374,410,"http://maps.googleapis.com/maps/api/staticmap?center=37.0356,-121.57111111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
454,460,1944,34.15719167,-118.2546111,20,TRUE,9,215,171,374,321,"http://maps.googleapis.com/maps/api/staticmap?center=34.15719166666666,-118.25461111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
455,461,1945,34.15729444,-118.2887167,20,TRUE,other,178,186,325,336,"http://maps.googleapis.com/maps/api/staticmap?center=34.15729444444445,-118.28871666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
456,462,1946,34.15537778,-118.257,20,TRUE,3,239,216,394,372,"http://maps.googleapis.com/maps/api/staticmap?center=34.15537777777778,-118.257&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
457,463,1947,34.15836944,-118.2858194,20,TRUE,9,169,263,397,471,"http://maps.googleapis.com/maps/api/staticmap?center=34.15836944444445,-118.28581944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
458,464,1948,34.15169167,-118.2305722,20,TRUE,6,190,213,343,363,"http://maps.googleapis.com/maps/api/staticmap?center=34.151691666666665,-118.23057222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
459,465,1949,34.155625,-118.2586111,20,TRUE,other,302,29,468,190,"http://maps.googleapis.com/maps/api/staticmap?center=34.155625,-118.25861111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
460,466,1950,34.20413611,-118.2173028,20,TRUE,1,224,213,424,400,"http://maps.googleapis.com/maps/api/staticmap?center=34.20413611111111,-118.21730277777776&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
461,467,1951,34.13346667,-117.8706972,20,TRUE,1,214,228,418,425,"http://maps.googleapis.com/maps/api/staticmap?center=34.13346666666666,-117.87069722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
462,468,1955,39.20033333,-121.0613056,20,TRUE,3,174,176,440,426,"http://maps.googleapis.com/maps/api/staticmap?center=39.20033333333333,-121.06130555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
463,469,1957,39.22750556,-121.0476056,20,TRUE,1,191,260,290,397,"http://maps.googleapis.com/maps/api/staticmap?center=39.22750555555556,-121.04760555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
464,470,1959,40.14127778,-120.9371944,20,TRUE,9,184,263,439,495,"http://maps.googleapis.com/maps/api/staticmap?center=40.14127777777778,-120.93719444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
465,471,1966,38.77083889,-123.5294528,20,TRUE,4,228,249,404,424,"http://maps.googleapis.com/maps/api/staticmap?center=38.77083888888889,-123.52945277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
466,472,1969,36.32327778,-119.6672222,20,TRUE,2,253,259,397,407,"http://maps.googleapis.com/maps/api/staticmap?center=36.32327777777778,-119.66722222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
467,473,1970,36.32977778,-119.6595556,20,TRUE,2,226,249,380,399,"http://maps.googleapis.com/maps/api/staticmap?center=36.32977777777778,-119.65955555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
468,474,1972,36.29986944,-119.5948528,20,TRUE,8,68,333,282,533,"http://maps.googleapis.com/maps/api/staticmap?center=36.29986944444444,-119.59485277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
469,474,1972,36.29986944,-119.5948528,20,TRUE,8,306,102,535,304,"http://maps.googleapis.com/maps/api/staticmap?center=36.29986944444444,-119.59485277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
470,475,1985,34.36823889,-117.3700722,20,TRUE,9,202,179,468,453,"http://maps.googleapis.com/maps/api/staticmap?center=34.36823888888889,-117.37007222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
471,476,1989,36.83477778,-121.3865,20,TRUE,2,263,235,394,376,"http://maps.googleapis.com/maps/api/staticmap?center=36.83477777777778,-121.3865&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
474,479,1995,33.678075,-118.0003917,20,TRUE,3,264,282,388,412,"http://maps.googleapis.com/maps/api/staticmap?center=33.678075,-118.00039166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
475,480,1996,33.68383333,-118.0317778,20,TRUE,9,227,242,362,378,"http://maps.googleapis.com/maps/api/staticmap?center=33.68383333333333,-118.03177777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
476,482,1998,33.69522778,-118.0016194,20,TRUE,3,174,187,450,467,"http://maps.googleapis.com/maps/api/staticmap?center=33.69522777777777,-118.00161944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
477,484,2004,33.70584444,-116.2367528,20,TRUE,1,247,249,384,390,"http://maps.googleapis.com/maps/api/staticmap?center=33.705844444444445,-116.23675277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
478,485,2009,33.67789722,-117.8367556,20,TRUE,other,212,154,431,389,"http://maps.googleapis.com/maps/api/staticmap?center=33.67789722222222,-117.83675555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
479,486,2010,33.68590556,-117.854375,20,TRUE,other,379,120,536,264,"http://maps.googleapis.com/maps/api/staticmap?center=33.68590555555555,-117.854375&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
480,487,2011,33.68361111,-117.8533333,20,TRUE,other,224,110,422,297,"http://maps.googleapis.com/maps/api/staticmap?center=33.683611111111105,-117.85333333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
481,488,2012,33.65526389,-117.7058528,20,TRUE,9,206,215,432,449,"http://maps.googleapis.com/maps/api/staticmap?center=33.65526388888889,-117.70585277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
482,489,2013,33.67042778,-117.8577333,20,TRUE,other,5,124,233,370,"http://maps.googleapis.com/maps/api/staticmap?center=33.67042777777777,-117.85773333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
483,490,2014,38.35101389,-120.7639722,20,TRUE,2,206,205,406,406,"http://maps.googleapis.com/maps/api/staticmap?center=38.351013888888886,-120.76397222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
485,492,2019,34.13129167,-116.2758028,20,TRUE,1,243,212,422,415,"http://maps.googleapis.com/maps/api/staticmap?center=34.13129166666667,-116.27580277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
486,493,2020,34.13415556,-116.2739056,20,TRUE,other,222,220,412,415,"http://maps.googleapis.com/maps/api/staticmap?center=34.13415555555555,-116.27390555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
487,494,2024,36.20552561,-121.1325487,20,TRUE,2,254,237,407,379,"http://maps.googleapis.com/maps/api/staticmap?center=36.20552561111111,-121.1325487222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
488,495,2030,34.19722722,-118.1739611,20,TRUE,other,301,273,405,371,"http://maps.googleapis.com/maps/api/staticmap?center=34.19722722222222,-118.17396111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
489,496,2031,32.88628056,-117.2254944,20,TRUE,2,218,229,391,401,"http://maps.googleapis.com/maps/api/staticmap?center=32.88628055555556,-117.22549444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
490,497,2032,32.87763889,-117.2265556,20,TRUE,2,72,201,245,376,"http://maps.googleapis.com/maps/api/staticmap?center=32.87763888888889,-117.22655555555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
491,498,2033,32.77945278,-117.0069417,20,TRUE,1,236,241,385,380,"http://maps.googleapis.com/maps/api/staticmap?center=32.779452777777784,-117.00694166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
492,499,2035,33.60851944,-117.7092083,20,TRUE,1,194,220,357,362,"http://maps.googleapis.com/maps/api/staticmap?center=33.608519444444454,-117.70920833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
493,500,2037,34.23521389,-117.1547889,20,TRUE,4,244,248,393,387,"http://maps.googleapis.com/maps/api/staticmap?center=34.235213888888886,-117.15478888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
494,500,2037,34.23521389,-117.1547889,20,TRUE,4,275,452,426,615,"http://maps.googleapis.com/maps/api/staticmap?center=34.235213888888886,-117.15478888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
495,500,2037,34.23521389,-117.1547889,20,TRUE,4,208,14,365,164,"http://maps.googleapis.com/maps/api/staticmap?center=34.235213888888886,-117.15478888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
496,501,2038,34.26548889,-117.1677472,20,TRUE,2,155,186,384,425,"http://maps.googleapis.com/maps/api/staticmap?center=34.26548888888889,-117.16774722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
498,503,2043,33.85179167,-118.1327694,20,TRUE,8,234,248,429,413,"http://maps.googleapis.com/maps/api/staticmap?center=33.85179166666667,-118.13276944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
499,504,2044,34.64797778,-118.1451944,20,TRUE,9,177,171,439,430,"http://maps.googleapis.com/maps/api/staticmap?center=34.64797777777777,-118.14519444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
500,505,2046,34.70028889,-118.1380861,20,TRUE,9,211,192,461,429,"http://maps.googleapis.com/maps/api/staticmap?center=34.70028888888889,-118.13808611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
501,506,2061,37.69905556,-121.70975,20,TRUE,9,227,219,411,411,"http://maps.googleapis.com/maps/api/staticmap?center=37.699055555555546,-121.70975&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
502,507,2066,38.12241667,-121.2867194,20,TRUE,1,205,211,407,415,"http://maps.googleapis.com/maps/api/staticmap?center=38.122416666666666,-121.28671944444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
503,508,2068,34.05016111,-117.2641861,20,TRUE,1,241,222,399,380,"http://maps.googleapis.com/maps/api/staticmap?center=34.05016111111111,-117.26418611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
504,509,2072,38.13988889,-120.0945556,20,TRUE,3,116,414,236,541,"http://maps.googleapis.com/maps/api/staticmap?center=38.13988888888889,-120.09455555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
505,509,2072,38.13988889,-120.0945556,20,TRUE,3,240,71,390,222,"http://maps.googleapis.com/maps/api/staticmap?center=38.13988888888889,-120.09455555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
506,510,2073,33.80741667,-118.1457389,20,TRUE,9,178,147,409,334,"http://maps.googleapis.com/maps/api/staticmap?center=33.80741666666666,-118.14573888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
507,511,2075,33.80869444,-118.1866111,20,TRUE,other,200,204,379,368,"http://maps.googleapis.com/maps/api/staticmap?center=33.80869444444444,-118.18661111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
509,513,2077,33.74912222,-118.1901444,20,TRUE,other,211,250,437,428,"http://maps.googleapis.com/maps/api/staticmap?center=33.749122222222226,-118.19014444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
510,513,2077,33.74912222,-118.1901444,20,TRUE,other,308,437,502,633,"http://maps.googleapis.com/maps/api/staticmap?center=33.749122222222226,-118.19014444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
